iter	Passed	Remaining
920	3591	308
921	3594	304
922	3597	300
923	3601	296
924	3604	292
925	3607	288
926	3610	284
927	3613	280
928	3617	276
929	3620	272
930	3623	268
931	3627	264
932	3631	260
933	3635	256
934	3639	253
935	3643	249
936	3646	245
937	3650	241
938	3653	237
939	3658	233
940	3662	229
941	3665	225
942	3669	221
943	3671	217
944	3674	213
945	3678	209
946	3681	206
947	3687	202
948	3692	198
949	3697	194
950	3701	190
951	3704	186
952	3709	182
953	3712	179
954	3715	175
955	3718	171
956	3721	167
957	3724	163
958	3727	159
959	3731	155
960	3734	151
961	3737	147
962	3741	143
963	3745	139
964	3748	135
965	3752	132
966	3755	128
967	3760	124
968	3763	120
969	3767	116
970	3772	112
971	3777	108
972	3781	104
973	3785	101
974	3790	97
975	3794	93
976	3797	89
977	3800	85
978	3804	81
979	3808	77
980	3811	73
981	3813	69
982	3816	66
983	3821	62
984	3825	58
985	3828	54
986	3831	50
987	3836	46
988	3839	42
989	3842	38
990	3845	34
991	3849	31
992	3852	27
993	3856	23
994	3859	19
995	3863	15
996	3866	11
997	3870	7
998	3874	3
999	3877	0
